country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in-country_partner,harvest_year,grading_date,owner,variety,status,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,overall,defects,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,bean_type,mouthfeel,uniform_cup,bitter_and_sweet,salt_and_acid,fragrance_and_aroma
Taiwan,COFEE BERRIES MANOR,C211,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,7.92,7.92,7.75,7.83,7.83,7.75,10.0,10,10.0,7.83,0,84.83,0.105,0.0,1,Green,5.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Guatemala,Los Quequezques,11/183/11,"Beneficio Santa Rita, S.A",11/183/11,Asociación Nacional del Cafe,1600-1800,San Juan Sacatepéquez,"Agroindustrial Magna, S.A",115,30.0,Asociacion Nacional Del Café,2024 / 2025,2025-07-02,Evelin Isabel Hernández Paxtor,Sarchimor,Completed,Washed / Wet,7.83,8.0,7.67,7.75,7.83,7.83,10.0,10,10.0,7.83,0,84.75,0.11199999999999999,0.0,1,Green,4.0,2026-07-02,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Taiwan,龍眼林九號,"2024 Sustainable Specialty Coffee Farm Awards,S099",龍眼林九號,,Taiwan Coffee Laboratory,950,"嘉義縣梅山鄉 Meishan Township, Chiayi County","曾啓榮 ZENG,QI-RONG",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.75,7.92,7.75,7.83,7.75,7.75,10.0,10,10.0,8.0,0,84.75,0.102,0.0,0,Yellow-Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,Akaza GM Farm,1,hulling facility,,Akaza GM Farm,1300,maechantai,Anusorn Chuepa,2,10.0,Specialty Coffee Institute of Thailand,2022 / 2023,2024-10-29,Anusorn,Java,Completed,Washed / Wet,7.75,7.83,7.92,7.83,7.75,7.75,10.0,10,10.0,7.83,0,84.67,0.10400000000000001,0.0,0,,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,璟隆咖啡莊園 Jing Long Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S013",璟隆咖啡莊園 Jing Long Coffee Manor,,Taiwan Coffee Laboratory,1350,"嘉義縣番路鄉 Fanlu Township, Chiayi County","蘇彥璋 SU, YEN-CHANG",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,8.0,7.75,7.92,7.67,7.83,10.0,10,10.0,7.83,0,84.67,0.10400000000000001,0.0,0,Greenish,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,Leepee coffee,500,แปรรูป,,เกษตรกร,1400,ภาคเหนือ,wet,20,25.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,อาโช พิสัยเลิศ,Catimor,Completed,Washed / Wet,7.67,7.75,7.67,7.92,7.83,7.92,10.0,10,10.0,7.92,0,84.67,0.115,0.0,0,Greenish,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Thailand,Phupha Estate,Nat16+20,Mogojubean,,Phupha Estate,1430,Chiangmai,Kantima Tadplevthong,4,25.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Kantima Tadplevthong,Mix typica bourbon catuai Caturra,Completed,Natural / Dry,7.75,7.92,7.67,7.83,7.75,7.83,10.0,10,10.0,7.92,0,84.67,0.11900000000000001,0.0,0,Green,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,鄉庭有機咖啡莊園 (Siang-Ting Organic Farm),"2024 Sustainable Specialty Coffee Farm Awards,S006",鄉庭有機咖啡莊園 (Siang-Ting Organic Farm),,Taiwan Coffee Laboratory,130,"花蓮縣壽豐鄉 Shoufeng Township, Hualien County","張進義 CHANG,JIN-YI",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"90%Typica,10%Geisha",Completed,Pulped natural / honey,7.75,7.92,7.67,7.83,7.83,7.75,10.0,10,10.0,7.92,0,84.67,0.11800000000000001,0.0,0,Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Kenya,KAMUNDU ESTATE,SAS: 7425 AB TOP,Sasini Coffee Mill,,Sasini Plc,1800-2150,MT KENYA,SASINI PLC - KAMUNDU ESTATE,150,60.0,Kenya Coffee Traders Association,2024 / 2025,2025-03-25,Eric Gatheca Gitau,SL28,Completed,Washed / Wet,7.75,7.92,7.83,7.83,7.67,7.83,10.0,10,10.0,7.83,0,84.67,0.11,0.0,0,Green,5.0,2026-03-25,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Taiwan,崁頭山紅楓咖啡(Kan Tou Mountain Coffee),2025臺南市國產精品咖啡評鑑批次,崁頭山紅楓咖啡(Kan Tou Mountain Coffee),,Taiwan Coffee Laboratory,750,"臺南市東山區 Dongshan Dist., Tainan City","郭俊宏 (Kuo,Jun-Hong)",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,8.0,7.92,7.83,7.58,7.5,7.92,10.0,10,10.0,7.92,0,84.67,0.08900000000000001,0.0,1,YELLOW-GREEN,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Ethiopia,Kore,Kore,Kore,010/0148/0933,Taiwan Coffee Laboratory,2000,Yirgacheffe Kochere Beloya,Tracon,320,60.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-11-27,Taiwan Coffee Laboratory 台灣咖啡研究室,Kurume,Completed,Washed / Wet,7.83,7.92,7.83,7.83,7.67,7.75,10.0,10,10.0,7.83,0,84.67,0.105,0.0,0,Yellow-Green,1.0,2025-11-27,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Zambia,Mount Sunzu Coffee Ltd.,N°2,Mount Sunzu Coffee Ltd.,,Mount Sunzu Coffee Ltd.,1600,Northern Province,Mount Sunzu Coffee Ltd.,70,60.0,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,2024-10-28,Luca Costa,Sarchimor,Completed,Natural / Dry,7.75,7.92,7.75,7.92,7.75,7.75,10.0,10,10.0,7.75,0,84.58,0.12,0.0,0,yellow-green,5.0,2025-10-28,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81,arabica,,,,,
Taiwan,泥妲咖啡Nita Coffee Manor,2025花蓮縣第九屆精品咖啡評鑑批次,泥妲咖啡Nita Coffee Manor,,Taiwan Coffee Laboratory,400,"Xiulin Township, Hualien County","戴豐秋DAI,FONG-CIOU",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"Typica, Geisha",Completed,Natural / Dry,7.83,8.0,7.92,7.67,7.58,7.75,10.0,10,10.0,7.83,0,84.58,0.10099999999999999,0.0,0,YELLOW GREEN,2.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,花囍田咖啡莊園 Hua Xi Tian Manor Café,"2024 Sustainable Specialty Coffee Farm Awards,S017",花囍田咖啡莊園 Hua Xi Tian Manor Café,,Taiwan Coffee Laboratory,880,"雲林縣古坑鄉 Gukeng Township, Yunlin County","林貝珊 LIN, PEI-SHAN",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"60%SL34,40%Yellow Bourbon",Completed,Natural / Dry,7.92,7.75,7.83,7.75,7.67,7.83,10.0,10,10.0,7.83,0,84.58,0.10099999999999999,0.0,0,Yellow-Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Vietnam,LANG BIANG COFFEE PROJECT,AW1,LANG BIANG COFFEE PROJECT,,Babros Coffee Works,1600,"Lac Duong, Lam Dong",YAMAOKA KIYOTAKA,30,30.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-05-08,BABROS COFFEE WORKS,Catimor,Completed,Anaerobic washed,8.08,7.83,7.67,8.0,7.58,7.67,10.0,10,10.0,7.75,0,84.58,0.12,0.0,0,Green,0.0,2026-05-08,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,arabica,,,,,
Thailand,Saenchai Estate,1,Dry,,Saenchai estate,1500,กัลยาณิวัฒนา,Sanchai Jupo,1,10.0,Specialty Coffee Institute of Thailand,2022 / 2023,2024-10-29,Saenchai Jupo,Bourbon,Completed,Natural / Dry,8.0,7.92,7.75,7.67,7.67,7.75,10.0,10,10.0,7.83,0,84.58,0.10300000000000001,0.0,0,Yellow Green,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Thailand,Finca de Mojia,2023/2024,OMNiA cafe chiang mai,,omnia cafe,"1,100-1,200",Thailand,Nutchicha Owatwaroj,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Nutchicha Owatwaroj,Catimor,Completed,Pulped natural / honey,7.75,8.08,7.58,7.83,7.83,7.75,10.0,10,10.0,7.75,0,84.58,0.133,0.0,0,yellow-green,2.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Vietnam,LE DUC BINH,"Xary village, Huong Phung commune, Huong Hoa district, Quang Tri province",LE DUC BINH FARM,,SARY COOPERATIVE,700,"KHE SANH, QUẢNG TRỊ PROVICE",LE DUC BINH,1,2.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-07-14,LÊ ĐỨC BÌNH,Catimor,Completed,Natural / Dry,8.17,7.75,7.67,7.75,7.58,7.83,10.0,10,10.0,7.83,0,84.58,0.11900000000000001,0.0,0,Brownish,1.0,2026-07-14,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,arabica,,,,,
Thailand,Phu Chee Deun,May Big Lot,Mogoju Bean,,PHU CHEE DEUN COFFEE FARMER,1400,"Phu Chi Duean, Chiang Rai",Phongsathorn Khunta,12,25.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Phongsathorn Khunta,Catimor,Completed,Washed / Wet,7.92,7.67,7.67,7.83,7.75,7.83,10.0,10,10.0,7.83,0,84.5,0.109,0.0,0,,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,康家放山咖啡Kang Family Coffee Estate,2025花蓮縣第九屆精品咖啡評鑑批次,康家放山咖啡Kang Family Coffee Estate,,Taiwan Coffee Laboratory,200,"Ruisui Township, Hualien County","康振福KANG,JHEN-FU",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Caturra,Completed,Natural / Dry,7.92,7.75,7.75,7.75,7.67,7.83,10.0,10,10.0,7.83,0,84.5,0.111,0.0,0,YELLOW-GREEN,3.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,SOFT Coffee,Honey Yeast,Mogojubean,,SOFT Coffee,1200-1300,Omkoi,Wish Junprasert,3,25.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Wish Junprasert,Catimor,Completed,Pulped natural / honey,7.75,8.0,7.42,7.92,7.83,7.75,10.0,10,10.0,7.83,0,84.5,0.107,0.0,0,Brownish,3.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Thailand,Saenchai Estate,1,wet hulling,,Saenchai estate,1500,กัลยาณิวัฒนา,Saenchai Jupo,1,10.0,Specialty Coffee Institute of Thailand,2019 / 2020,2024-10-29,Saenchai Jupo,Bourbon,Completed,Washed / Wet,7.83,7.92,7.67,7.83,7.75,7.75,10.0,10,10.0,7.75,0,84.5,0.10099999999999999,0.0,0,,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Guatemala,Varias Fincas,2025.233.1,Varios Beneficios,11/15/292,Asociación Nacional del Cafe,1600,Huehuetenango,varios productores,600,30.0,Asociacion Nacional Del Café,2024 / 2025,2025-05-02,Evelin Isabel Hernández Paxtor,Caturra,Completed,Washed / Wet,7.67,7.92,7.67,7.92,7.75,7.75,10.0,10,10.0,7.83,0,84.5,0.10400000000000001,0.0,1,Greenish,1.0,2026-05-02,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Thailand,Victory coffee,1,แปรรูปแบบเปียกหรือแห้ง,,Victory coffee เทพเสด็จ,1100,ดอยเทพเสด็จ,นายนพเก้า พรหมเมือง,1,10.0,Specialty Coffee Institute of Thailand,2024,2024-10-29,ธัญรดา ศรีวิไชย,Catimor,Completed,Pulped natural / honey,7.83,8.0,7.5,7.92,7.67,7.83,10.0,10,10.0,7.75,0,84.5,0.081,0.0,0,Green,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Guatemala,Finca Peña Blanca y Anexos,11/951/889,Beneficio Las Americas,11/951/889,Asociación Nacional del Cafe,1500,Santa Rosa,Pablo Arturo Chuy Flores,250,35.0,Asociacion Nacional Del Café,2024 / 2025,2025-05-27,Evelin Isabel Hernández Paxtor,Catuai,Completed,Washed / Wet,7.58,7.83,7.67,7.92,7.75,7.92,10.0,10,10.0,7.83,0,84.5,0.106,0.0,5,greenish,10.0,2026-05-27,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Thailand,ไร่ดินดี tea&coffee,1,Dry,,Rai Dindee Tea&Coffee,1350,Ban Doi-Ngam,Hassadin Merlae,2,10.0,Specialty Coffee Institute of Thailand,2022 / 2023,2024-11-07,Hassadin Merlae,Catimor,Completed,Natural / Dry,7.75,7.92,7.75,7.92,7.58,7.75,10.0,10,10.0,7.75,0,84.42,0.09300000000000001,0.0,0,Yellow - Green,0.0,2025-11-07,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,瑞穗石柱咖啡Ruisui Stone Column Coffee,2025花蓮縣第九屆精品咖啡評鑑批次,瑞穗石柱咖啡Ruisui Stone Column Coffee,,Taiwan Coffee Laboratory,220,"Ruisui Township, Hualien County","黃聰儒HUANG,CONG-RU",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.67,7.83,7.75,7.83,7.75,7.75,10.0,10,10.0,7.83,0,84.42,0.11800000000000001,0.0,0,Bluish-Green,0.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Guatemala,Finca Peña Blanca y Anexos,11/951/889,Beneficio Las Américas,11/951/889,Asociación Nacional del Cafe,1500,Santa Rosa,Pablo Arturo Chuy Flores,250,35.0,Asociacion Nacional Del Café,2024 / 2025,2025-06-02,Evelin Isabel Hernández Paxtor,Catuai,Completed,Washed / Wet,7.75,8.0,7.58,7.83,7.75,7.75,10.0,10,10.0,7.75,0,84.42,0.106,0.0,3,Greenish,6.0,2026-06-02,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Thailand,Akha Le,1,Akha Le,,PC89 Coffee,1400,Thailand,Phichit,2,1000.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Phichit Bunyuenphanakun,Catimor,Completed,Natural / Dry,8.0,8.0,7.58,7.92,7.58,7.58,10.0,10,10.0,7.75,0,84.42,0.087,0.0,0,Yellowish,3.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Thailand,RS COFFEE THEPSADEJ,1,แปรรูปเปียกหรือแห้ง,,SCITH,1250,DoiSaket,KUNCHAYA CHANTHIANG,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,กุลชญา จันทร์เที่ยง,Catimor,Completed,Pulped natural / honey,8.0,8.0,7.58,7.83,7.75,7.58,10.0,10,10.0,7.67,0,84.42,0.102,0.0,0,Green,1.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,COFEE BERRIES MANOR,C210,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,8.0,7.75,7.75,7.75,7.67,7.75,10.0,10,10.0,7.75,0,84.42,0.102,0.0,1,Bluish-Green,5.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,Doi Tung Development Project,DT2024/2025 Paraiso Honey Lot ICP,Doi Tung Development Project,,Mae Fah Luang Foundation,850,"Chiang Rai, Thailand",Doi Tung Development Project,1,30.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Tanawit Thirintong,Paraiso,Completed,Pulped natural / honey,7.83,7.92,7.83,7.92,7.83,7.83,9.33,10,10.0,7.92,0,84.42,0.133,0.0,0,Greenish/Fresh,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Indonesia,Edwin Lubis,-,dry mill,,,1300,Marancar,Edwin Lubis,1,2.0,5758 Coffee Lab,2024,2024-12-27,Edwin Lubis,Sumatra,Completed,Pulped natural / honey,7.92,7.92,7.5,8.08,7.58,7.58,10.0,10,10.0,7.83,0,84.42,0.11900000000000001,0.0,0,Pale Yellow,1.0,2025-12-27,5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163,arabica,,,,,
Brazil,Ofi - Olam Food Ingredients,S040263-2,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000.0,Brazil Specialty Coffee Association,2025,2025-09-29,ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.75,7.75,7.67,7.75,7.75,7.75,10.0,10,10.0,8.0,0,84.42,0.115,0.0,0,Green,2.0,2026-09-29,Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705,arabica,,,,,
Thailand,SOFT Coffee,Wash Carbonic,"Mogoju Bean co.,ltd.",,SOFT Coffee,1200,"Omkoi,Chiangmai,Thailand",Ms.Radchadaporn Junprasert,2,25.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Radchadaporn,"Catimor ,Typica, Bourbon",Completed,Wash Carbonic Process,8.0,8.17,8.08,8.08,7.92,8.0,8.0,10,10.0,8.08,0,84.33,0.099,0.0,0,Green,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,花蓮縣秀林鄉特用作物(咖啡產銷第一班The first group of special use in Xiulin Township,2025花蓮縣第九屆精品咖啡評鑑批次,花蓮縣秀林鄉特用作物(咖啡產銷第一班The first group of special use in Xiulin Township,,Taiwan Coffee Laboratory,200~400,"Xiulin Township, Hualien County","李志祥LI,JHIH-SIANG",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.75,7.75,7.75,7.75,7.75,7.83,10.0,10,10.0,7.75,0,84.33,0.09300000000000001,0.0,0,GREENISH,2.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,林鴻任,C07,林鴻任,,Taiwan Coffee Laboratory,1300,嘉義/阿里山鄉,林鴻任,1,2.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,Bourbon,Completed,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.83,10.0,10,10.0,7.75,0,84.33,0.09,0.0,0,Blue-Green,0.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,奕品咖啡農園（Yipin Coffee Farm）,2025臺南市國產精品咖啡評鑑批次,奕品咖啡農園（Yipin Coffee Farm）,,Taiwan Coffee Laboratory,680,"臺南市東山區 Dongshan Dist., Tainan City","葉丁財(Yeh,Ting-Tsai)",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,7.92,7.83,7.75,7.67,7.75,7.75,10.0,10,10.0,7.67,0,84.33,0.084,0.0,1,GREENISH,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Brazil,Ofi - Olam Food Ingredients,S040263-6,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1280,76800.0,Brazil Specialty Coffee Association,2025,2025-09-22,ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.83,7.83,7.5,7.75,7.75,7.75,10.0,10,10.0,7.92,0,84.33,0.11,0.0,0,Green,2.0,2026-09-22,Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705,arabica,,,,,
Taiwan,高峰咖啡（Gaofeng Coffee）,2025臺南市國產精品咖啡評鑑批次,高峰咖啡（Gaofeng Coffee）,,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","陳斐雯(Chen,Fei-Wen)",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,8.17,7.92,8.0,7.75,7.75,7.42,10.0,10,10.0,7.33,0,84.33,0.106,0.0,0,GREENISH,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
